"source","Genus","Length","Site","Density.Final","Individual.Mass.Final","No.Lost","Biomass","Mass.at.Loss","Biomass.Lost","Times.No.Size.Classes","Biomass.Sum","Production.Uncorrected","CohortP.B","CPI","Annual.Production","AnnualP.B","Daily.Growth"
"Paracapnia","Paracapnia",4,"EAS",24.5425188374596,0.000267351493025299,16.64872622892,0.00656147905379635,0.000213967292935673,0.00356228288202915,0.0284982630562332,0.0608633868584102,0.22092296347421,3.62981711793586,1.5,0.147281975649473,2.41987807862391,0.136797528784062
"Paracapnia","Paracapnia",5,"EAS",7.89379260853965,0.000160583092846048,1.97344815213491,0.00126760963136457,0.000175058047227856,0.000345467979818159,0.00276374383854527,0.0608633868584102,0.22092296347421,3.62981711793586,1.5,0.147281975649473,2.41987807862391,0.136797528784062
"Paracapnia","Paracapnia",6,"EAS",5.92034445640474,0.000189533001609664,-1.25583064226767,0.00112210065538553,0.000263304394541277,-0.000330665726908672,-0.00264532581526938,0.0608633868584102,0.22092296347421,3.62981711793586,1.5,0.147281975649473,2.41987807862391,0.136797528784062
"Paracapnia","Paracapnia",7,"EAS",7.17617509867241,0.00033707578747289,1.7940437746681,0.00241891487242834,0.000344729330740054,0.000618459509759695,0.00494767607807756,0.0608633868584102,0.22092296347421,3.62981711793586,1.5,0.147281975649473,2.41987807862391,0.136797528784062
"Paracapnia","Paracapnia",8,"EAS",5.38213132400431,0.000352382874007219,5.38213132400431,0.00189657090423691,0.000176191437003609,0.000948285452118457,0.00758628361694766,0.0608633868584102,0.22092296347421,3.62981711793586,1.5,0.147281975649473,2.41987807862391,0.136797528784062
"Paraleptophlebia","Paraleptophlebia",1,"EAS",11.6869137321236,4.12571428571429e-06,-11.0158947618582,4.82168669405329e-05,3.05429609596939e-05,-0.000336458043647531,-0.00370103848012284,0.0327817234959448,0.105692994334247,3.22414391504832,1.09090909090909,0.096885244806393,2.95546525546096,0.0803845817477966
"Paraleptophlebia","Paraleptophlebia",2,"EAS",22.7028084939818,5.69602076336736e-05,-3.13142186123887,0.00129315668568473,0.000129869214917835,-0.000406675298695638,-0.00447342828565202,0.0327817234959448,0.105692994334247,3.22414391504832,1.09090909090909,0.096885244806393,2.95546525546096,0.0803845817477966
"Paraleptophlebia","Paraleptophlebia",3,"EAS",25.8342303552207,0.000202778222201996,18.9451022604952,0.0052386193033885,0.000163615105826837,0.00309970491125116,0.0340967540237628,0.0327817234959448,0.105692994334247,3.22414391504832,1.09090909090909,0.096885244806393,2.95546525546096,0.0803845817477966
"Paraleptophlebia","Paraleptophlebia",4,"EAS",6.88912809472551,0.000124451989451677,1.66077195140704,0.000857365696976034,0.000147462813028393,0.000244902103753136,0.00269392314128449,0.0327817234959448,0.105692994334247,3.22414391504832,1.09090909090909,0.096885244806393,2.95546525546096,0.0803845817477966
"Paraleptophlebia","Paraleptophlebia",5,"EAS",5.22835614331847,0.000170473636605108,-2.76795325234507,0.000891296885218157,0.00034844795044004,-0.000964487637693482,-0.0106093640146283,0.0327817234959448,0.105692994334247,3.22414391504832,1.09090909090909,0.096885244806393,2.95546525546096,0.0803845817477966
"Paraleptophlebia","Paraleptophlebia",6,"EAS",7.99630939566354,0.000526422264274972,2.39889281869906,0.00420943529790843,0.000552114779880368,0.00132446418055263,0.0145691059860789,0.0327817234959448,0.105692994334247,3.22414391504832,1.09090909090909,0.096885244806393,2.95546525546096,0.0803845817477966
"Paraleptophlebia","Paraleptophlebia",7,"EAS",5.59741657696448,0.000577807295485764,0.753498385360603,0.00323422813404303,0.000658036498565972,0.000495829439177804,0.00545412383095584,0.0327817234959448,0.105692994334247,3.22414391504832,1.09090909090909,0.096885244806393,2.95546525546096,0.0803845817477966
"Paraleptophlebia","Paraleptophlebia",8,"EAS",4.84391819160388,0.000738265701646179,-0.53821313240043,0.00357609866244113,0.00094749950785418,-0.000509956678070064,-0.0056095234587707,0.0327817234959448,0.105692994334247,3.22414391504832,1.09090909090909,0.096885244806393,2.95546525546096,0.0803845817477966
"Paraleptophlebia","Paraleptophlebia",9,"EAS",5.38213132400431,0.00115673331406218,1.07642626480086,0.00622569060313338,0.00120760270145246,0.00129989526528791,0.014298847918167,0.0327817234959448,0.105692994334247,3.22414391504832,1.09090909090909,0.096885244806393,2.95546525546096,0.0803845817477966
"Paraleptophlebia","Paraleptophlebia",10,"EAS",4.30570505920345,0.00125847208884275,2.15285252960172,0.00541860963979655,0.0010447326229876,0.00224915527015629,0.0247407079717192,0.0327817234959448,0.105692994334247,3.22414391504832,1.09090909090909,0.096885244806393,2.95546525546096,0.0803845817477966
"Paraleptophlebia","Paraleptophlebia",11,"EAS",2.15285252960172,0.000830993157132445,2.15285252960172,0.00178900572041431,0.000415496578566223,0.000894502860207153,0.00983953146227869,0.0327817234959448,0.105692994334247,3.22414391504832,1.09090909090909,0.096885244806393,2.95546525546096,0.0803845817477966
"Rhagovelia","Rhagovelia",2,"EAS",10.7642626480086,5.6890321796633e-05,-10.7642626480086,0.000612382365948687,0.000203850907183407,-0.00219430470595702,-0.00877721882382806,0.0101935740707165,0.0227458614057255,2.23139217392539,3,0.00758195380190852,0.743797391308464,0.0960938942131494
"Rhagovelia","Rhagovelia",3,"EAS",21.5285252960172,0.00035081149257018,15.0699677072121,0.00755245409193069,0.000292387988964288,0.00440627755166849,0.017625110206674,0.0101935740707165,0.0227458614057255,2.23139217392539,3,0.00758195380190852,0.743797391308464,0.0960938942131494
"Rhagovelia","Rhagovelia",4,"EAS",6.45855758880517,0.000233964485358395,4.30570505920345,0.00151107310242236,0.000237209825223021,0.00102135554455553,0.0040854221782221,0.0101935740707165,0.0227458614057255,2.23139217392539,3,0.00758195380190852,0.743797391308464,0.0960938942131494
"Rhagovelia","Rhagovelia",6,"EAS",2.15285252960172,0.000240455165087647,2.15285252960172,0.000517664510414741,0.000120227582543824,0.00025883225520737,0.00103532902082948,0.0101935740707165,0.0227458614057255,2.23139217392539,3,0.00758195380190852,0.743797391308464,0.0960938942131494
"Stenelmis","Stenelmis",2,"EAS",17.2228202368138,9.97717639724274e-05,14.3523501973448,0.00171835115560693,7.2704726002802e-05,0.00104348368859422,0.00208696737718843,0.00184935277177679,0.0022179689933583,1.19932174499479,6,0.000369661498893049,0.199886957499132,-0.156430270007745
"Stenelmis","Stenelmis",3,"EAS",2.87047003946896,4.56376880331765e-05,2.87047003946896,0.000131001616169864,2.28188440165883e-05,6.55008080849322e-05,0.000131001616169864,0.00184935277177679,0.0022179689933583,1.19932174499479,6,0.000369661498893049,0.199886957499132,-0.156430270007745
"Stenonema","Stenonema",1,"EAS",7.7502691065662,9.216e-06,-15.9311087190527,7.14264800861141e-05,8.3125699624434e-05,-0.00132428455806418,-0.0132428455806418,0.044076884072441,0.151409935876263,3.43513247505017,1.2,0.126174946563553,2.86261039587514,0.0973135279776031
"Stenonema","Stenonema",2,"EAS",23.681377825619,0.000157035399248868,6.45855758880517,0.00371881462160936,0.000224214251573293,0.00144810065601696,0.0144810065601696,0.044076884072441,0.151409935876263,3.43513247505017,1.2,0.126174946563553,2.86261039587514,0.0973135279776031
"Stenonema","Stenonema",3,"EAS",17.2228202368138,0.000291393103897717,11.3514042469909,0.00501861104667758,0.000257214919193698,0.00291975052612477,0.0291975052612477,0.044076884072441,0.151409935876263,3.43513247505017,1.2,0.126174946563553,2.86261039587514,0.0973135279776031
"Stenonema","Stenonema",4,"EAS",5.87141598982288,0.000223036734489679,-2.09413836970349,0.00130954144920058,0.000430611329005594,-0.00090175970649963,-0.0090175970649963,0.044076884072441,0.151409935876263,3.43513247505017,1.2,0.126174946563553,2.86261039587514,0.0973135279776031
"Stenonema","Stenonema",5,"EAS",7.96555435952637,0.000638185923521509,-0.287047003946896,0.00508350466529512,0.000851728606011897,-0.000244486144531582,-0.00244486144531582,0.044076884072441,0.151409935876263,3.43513247505017,1.2,0.126174946563553,2.86261039587514,0.0973135279776031
"Stenonema","Stenonema",6,"EAS",8.25260136347327,0.00106527128850229,3.08575529242914,0.00879125928796289,0.00103174726779591,0.00318371959205052,0.0318371959205052,0.044076884072441,0.151409935876263,3.43513247505017,1.2,0.126174946563553,2.86261039587514,0.0973135279776031
"Stenonema","Stenonema",7,"EAS",5.16684607104413,0.000998223247089529,1.57875852170793,0.00515766586224945,0.000990632677469328,0.00156396978143704,0.0156396978143704,0.044076884072441,0.151409935876263,3.43513247505017,1.2,0.126174946563553,2.86261039587514,0.0973135279776031
"Stenonema","Stenonema",8,"EAS",3.5880875493362,0.000983042107849127,1.43523501973448,0.00352724114764667,0.00102022185647197,0.0014642581363071,0.014642581363071,0.044076884072441,0.151409935876263,3.43513247505017,1.2,0.126174946563553,2.86261039587514,0.0973135279776031
"Stenonema","Stenonema",10,"EAS",2.15285252960172,0.00105740160509481,0,0.00227642972033329,0.00264737583159539,0,0,0.044076884072441,0.151409935876263,3.43513247505017,1.2,0.126174946563553,2.86261039587514,0.0973135279776031
"Stenonema","Stenonema",17,"EAS",2.15285252960172,0.00423735005809597,2.15285252960172,0.00912238979137991,0.00211867502904798,0.00456119489568995,0.0456119489568995,0.044076884072441,0.151409935876263,3.43513247505017,1.2,0.126174946563553,2.86261039587514,0.0973135279776031
"Tanypodinae","Tanypodinae",1,"EAS",4.30570505920345,1.52e-06,-5.38213132400431,6.54467168998924e-06,2.4707113169112e-06,-1.32976927713197e-05,-0.000119679234941877,0.000118151503563293,0.000174192996445648,1.47431891420945,1.33333333333333,0.000130644747334236,1.10573918565709,-0.0150383832500902
"Tanypodinae","Tanypodinae",2,"EAS",9.68783638320775,3.42142263382239e-06,0.645855758880517,3.3146182674275e-05,3.23862722827e-06,2.09168604624542e-06,1.88251744162088e-05,0.000118151503563293,0.000174192996445648,1.47431891420945,1.33333333333333,0.000130644747334236,1.10573918565709,-0.0150383832500902
"Tanypodinae","Tanypodinae",3,"EAS",9.04198062432723,3.0558318227176e-06,2.94223179045569,2.76307721322152e-05,2.47870642786564e-06,7.29292885127313e-06,6.56363596614582e-05,0.000118151503563293,0.000174192996445648,1.47431891420945,1.33333333333333,0.000130644747334236,1.10573918565709,-0.0150383832500902
"Tanypodinae","Tanypodinae",4,"EAS",6.09974883387155,1.90158103301367e-06,-1.07642626480086,1.15991666886374e-05,2.21868094676331e-06,-2.38824644430927e-06,-2.14942179987834e-05,0.000118151503563293,0.000174192996445648,1.47431891420945,1.33333333333333,0.000130644747334236,1.10573918565709,-0.0150383832500902
"Tanypodinae","Tanypodinae",5,"EAS",7.17617509867241,2.53578086051295e-06,2.87047003946896,1.81972074669031e-05,2.02870791191486e-06,5.82334527998524e-06,5.24101075198672e-05,0.000118151503563293,0.000174192996445648,1.47431891420945,1.33333333333333,0.000130644747334236,1.10573918565709,-0.0150383832500902
"Tanypodinae","Tanypodinae",6,"EAS",4.30570505920345,1.52163496331677e-06,-0.538213132400431,6.55171135981387e-06,1.61681631654427e-06,-8.70191774243418e-07,-7.83172596819076e-06,0.000118151503563293,0.000174192996445648,1.47431891420945,1.33333333333333,0.000130644747334236,1.10573918565709,-0.0150383832500902
"Tanypodinae","Tanypodinae",7,"EAS",4.84391819160388,1.71199766977177e-06,1.25583064226767,8.29277665659091e-06,1.49012284915492e-06,1.87134193471196e-06,1.68420774124076e-05,0.000118151503563293,0.000174192996445648,1.47431891420945,1.33333333333333,0.000130644747334236,1.10573918565709,-0.0150383832500902
"Tanypodinae","Tanypodinae",8,"EAS",3.5880875493362,1.26824802853808e-06,1.43523501973448,4.55058496066766e-06,1.01464936648714e-06,1.45626030353374e-06,1.31063427318037e-05,0.000118151503563293,0.000174192996445648,1.47431891420945,1.33333333333333,0.000130644747334236,1.10573918565709,-0.0150383832500902
"Tanypodinae","Tanypodinae",10,"EAS",2.15285252960172,7.61050704436195e-07,2.15285252960172,1.63842993420064e-06,3.80525352218097e-07,8.19214967100318e-07,7.37293470390286e-06,0.000118151503563293,0.000174192996445648,1.47431891420945,1.33333333333333,0.000130644747334236,1.10573918565709,-0.0150383832500902
"Triacanthagyna","Triacanthagyna",3,"EAS",2.15285252960172,3.60566967698642e-05,2.15285252960172,7.76247508500844e-05,1.80283483849321e-05,3.88123754250422e-05,3.88123754250422e-05,7.76247508500844e-05,3.88123754250422e-05,0.5,12,3.23436461875352e-06,0.0416666666666667,0
"Acroneuria","Acroneuria",1,"EAS",4.73627556512379,8.36e-07,-13.0247578040904,3.95952637244349e-06,1.34349535142847e-05,-0.000174987015632771,-0.00297477926575711,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",2,"EAS",17.7610333692142,2.60339070285693e-05,4.57481162540366,0.00046238909146544,4.91470856725507e-05,0.000224838658889494,0.00382225720112141,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",3,"EAS",13.1862217438105,7.2260264316532e-05,6.01004664513814,0.000952839868544152,8.73810535203737e-05,0.000525164207558758,0.00892779152849889,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",4,"EAS",7.17617509867241,0.000102501842724215,2.87047003946896,0.00073557117132555,0.000120251804714597,0.000345179202625324,0.00586804644463051,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",5,"EAS",4.30570505920345,0.000138001766704979,1.43523501973448,0.000594194905080643,0.000151924298284631,0.00021804707324669,0.00370680024519373,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",6,"EAS",2.87047003946896,0.000165846829864283,0,0.000476058356266332,0.000219397189352442,0,0,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",7,"EAS",2.87047003946896,0.0002729475488406,0.717617509867241,0.000783487761293434,0.000294068050250151,0.000211028381952028,0.00358748249318448,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",8,"EAS",2.15285252960172,0.000315188551659702,0,0.000678554470742092,0.000388197508701721,0,0,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",9,"EAS",2.15285252960172,0.000461206465743739,0,0.000992909506445079,0.000554758886782463,0,0,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",10,"EAS",2.15285252960172,0.000648311307821187,0,0.00139571863901224,0.000765253319506085,0,0,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",11,"EAS",2.15285252960172,0.000882195331190983,0,0.00189923645035734,0.00102544004976132,0,0,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",12,"EAS",2.15285252960172,0.00116868476833165,0,0.0025160059598098,0.00154604193291362,0,0,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",14,"EAS",2.15285252960172,0.0019233990974956,-2.15285252960172,0.00414079461247707,0.00456412092091602,-0.00982587927000219,-0.167039947590037,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",17,"EAS",4.30570505920345,0.00720484274433644,2.15285252960172,0.0310219278550546,0.00576909919174372,0.0124200197884687,0.211140336403968,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",18,"EAS",2.15285252960172,0.004333355639151,0,0.00932907564941011,0.00474706716044558,0,0,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
"Acroneuria","Acroneuria",19,"EAS",2.15285252960172,0.00516077868174016,0,0.011110395439699,0.00672480881153426,0,0,0.0849377671456553,0.388732221316147,4.57667106611751,0.705882352941177,0.550703980197875,6.48361734366647,0.054772570529106
