"Site","SC.Category","SC.Level","Sample.Date","Sample.Month","Fraction","Replicate","Genus","Length","Abundance","Biomass.mg","Density","Biomass.g","Biomass.Area.Corrected","FFG"
"EAS","REF","25","9/19/23","September","> 1",1,"Triacanthagyna",3,1,0.180283483849321,10.7642626480086,0.000180283483849321,0.00194061877125211,"Predator"
"EAS","REF","25","9/19/23","September","> 1",2,"Acroneuria",2,1,0.0178518219624475,10.7642626480086,1.78518219624475e-05,0.000192161700349274,"Predator"
"EAS","REF","25","9/19/23","September","> 1",2,"Alloperla",2,1,0.0409635321808117,10.7642626480086,4.09635321808117e-05,0.00044094221938441,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",2,"Antocha",4,1,0.121383112519693,10.7642626480086,0.000121383112519693,0.00130659970419475,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",2,"Cernotina",3,1,0.114512328154075,10.7642626480086,0.000114512328154075,0.00123264077668541,"Predator"
"EAS","REF","25","9/19/23","September","> 1",2,"Cheumatopsyche",3,4,0.357700411032276,43.0570505920345,0.000357700411032276,0.0154015246946082,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",2,"Cheumatopsyche",4,1,0.195622024975048,10.7642626480086,0.000195622024975048,0.00210572685656672,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",2,"Cheumatopsyche",6,1,0.589606233089983,10.7642626480086,0.000589606233089983,0.00634667635188356,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",2,"Orthocladine",3,1,0.0237936628690934,10.7642626480086,2.37936628690934e-05,0.000256121236481092,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",2,"Orthocladine",5,2,0.150500651900804,21.5285252960172,0.000150500651900804,0.00324005709151354,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",2,"Orthocladine",6,2,0.226993232613103,21.5285252960172,0.000226993232613103,0.0048868295503359,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",2,"Orthocladine",7,1,0.160650091726157,10.7642626480086,0.000160650091726157,0.00172927978176702,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",2,"Cyrnellus",8,1,1.37081581369276,10.7642626480086,0.00137081581369276,0.0147558214606325,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",2,"Hexatoma",6,1,0.439875664987518,10.7642626480086,0.000439875664987518,0.00473493719039309,"Predator"
"EAS","REF","25","9/19/23","September","> 1",2,"Hexatoma",10,1,1.65672066871617,10.7642626480086,0.00165672066871617,0.0178333764124453,"Predator"
"EAS","REF","25","9/19/23","September","> 1",2,"Hexatoma",12,1,2.65952333443994,10.7642626480086,0.00265952333443994,0.0286278076904192,"Predator"
"EAS","REF","25","9/19/23","September","> 1",2,"Hydropsyche",4,2,0.51146696364053,21.5285252960172,0.00051146696364053,0.0110111294648123,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",2,"Hydropsyche",5,1,0.48024346998694,10.7642626480086,0.00048024346998694,0.00516946684593047,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",2,"Paraleptophlebia",3,1,0.093761256320895,10.7642626480086,9.3761256320895e-05,0.00100927078924537,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",2,"Probezzia",7,1,0.346727630428908,10.7642626480086,0.000346727630428908,0.00373226728125843,"Predator"
"EAS","REF","25","9/19/23","September","> 1",2,"Rhagovelia",3,7,1.22784022399563,75.3498385360603,0.00122784022399563,0.0925175626261509,"Predator"
"EAS","REF","25","9/19/23","September","> 1",2,"Stenelmis",2,4,0.249429409931068,43.0570505920345,0.000249429409931068,0.0107396947225433,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",2,"Stenelmis",3,1,0.171141330124412,10.7642626480086,0.000171141330124412,0.00184221022738872,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",2,"Stenonema",5,1,0.862413410164201,10.7642626480086,0.000862413410164201,0.00928324445817224,"Scraper"
"EAS","REF","25","9/19/23","September","> 1",2,"Tanytarsini",3,1,0.0160205259537592,10.7642626480086,1.60205259537592e-05,0.000172449149125502,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",2,"Tanytarsini",4,3,0.105349116563758,32.2927879440258,0.000105349116563758,0.00340201668128389,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",2,"Tanytarsini",5,2,0.129095217774451,21.5285252960172,0.000129095217774451,0.00277922966145212,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Acroneuria",2,1,0.0178518219624475,10.7642626480086,1.78518219624475e-05,0.000192161700349274,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Acroneuria",3,9,0.59573347680805,96.8783638320775,0.00059573347680805,0.0577136845131588,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Acroneuria",4,2,0.335460576188341,21.5285252960172,0.000335460576188341,0.00722197150028722,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Acroneuria",5,1,0.345004416762448,10.7642626480086,0.000345004416762448,0.00371371815675402,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Acroneuria",19,1,25.8038934087008,10.7642626480086,0.0258038934087008,0.277759885992474,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Alloperla",3,5,0.61807331234822,53.8213132400431,0.00061807331234822,0.0332655173492045,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Alloperla",4,2,0.541293860880128,21.5285252960172,0.000541293860880128,0.0116532585765367,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Alloperla",6,1,0.816724710337974,10.7642626480086,0.000816724710337974,0.00879143929319671,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Baetis",3,1,0.14613252509146,10.7642626480086,0.00014613252509146,0.00157300888150119,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Baetis",4,5,1.58462693362577,53.8213132400431,0.00158462693362577,0.0852867025632812,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Baetis",5,1,0.577752553948341,10.7642626480086,0.000577752553948341,0.00621908023625771,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Paracapnia",1,4,0.016,43.0570505920345,1.6e-05,0.000688912809472551,"Shredder"
"EAS","REF","25","9/19/23","September","> 1",3,"Paracapnia",2,14,0.313942148594087,150.699677072121,0.000313942148594087,0.0473109804124566,"Shredder"
"EAS","REF","25","9/19/23","September","> 1",3,"Chironomini",3,1,0.0179291616951411,10.7642626480086,1.79291616951411e-05,0.000192994205545114,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Chironomini",7,1,0.218689259554598,10.7642626480086,0.000218689259554598,0.00235402862814422,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Cyrnellus",2,5,0.205180116505141,53.8213132400431,0.000205180116505141,0.0110430633210517,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Cyrnellus",3,6,0.687073968924449,64.5855758880517,0.000687073968924449,0.0443750679606748,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Cyrnellus",4,1,0.237176789910215,10.7642626480086,0.000237176789910215,0.00255303326060511,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Dicranota",6,1,0.304332694671576,10.7642626480086,0.000304332694671576,0.00327591705782105,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Diplectrona",2,5,0.150613767766225,53.8213132400431,0.000150613767766225,0.00810623077320911,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Diplectrona",3,16,1.39435625760653,172.228202368138,0.00139435625760653,0.240147471708337,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Diplectrona",4,6,1.1110778958729,64.5855758880517,0.0011110778958729,0.0717596057614361,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Diplectrona",5,6,1.99364919533616,64.5855758880517,0.00199364919533616,0.128760981399537,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Diplectrona",6,3,1.60721364464183,32.2927879440258,0.00160721364464183,0.0519014094071636,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Diplectrona",7,2,1.60465968080813,21.5285252960172,0.00160465968080813,0.0345459565297767,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Diplectrona",8,1,1.13839202842985,10.7642626480086,0.00113839202842985,0.0122539507904182,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Ectopria",2,1,0.124899501594876,10.7642626480086,0.000124899501594876,0.00134445103977262,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",3,"Ectopria",3,3,1.22872093493314,32.2927879440258,0.00122872093493314,0.039678824594181,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",3,"Ectopria",4,1,0.951212530405394,10.7642626480086,0.000951212530405394,0.0102391015113605,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",3,"Ectopria",6,2,6.23848099074549,21.5285252960172,0.00623848099074549,0.134305295817987,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",3,"Ectopria",7,1,4.89932226571488,10.7642626480086,0.00489932226571488,0.0527375916653917,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",3,"Ephemera",4,1,0.0933377851234154,10.7642626480086,9.33377851234154e-05,0.00100471243405183,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Ephemera",5,2,0.343819252882739,21.5285252960172,0.000343819252882739,0.0074019214829438,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Eurylophella",2,2,0.101335790831523,21.5285252960172,0.000101335790831523,0.00218161013630835,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Glossosoma",5,1,0.960313866371887,10.7642626480086,0.000960313866371887,0.0103370706821516,"Scraper"
"EAS","REF","25","9/19/23","September","> 1",3,"Hexatoma",9,2,2.52053562774969,21.5285252960172,0.00252053562774969,0.0542634150215219,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Hexatoma",12,1,2.65952333443994,10.7642626480086,0.00265952333443994,0.0286278076904192,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Hydropsyche",4,1,0.255733481820265,10.7642626480086,0.000255733481820265,0.00275278236620307,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Hydropsyche",5,3,1.44073040996082,32.2927879440258,0.00144073040996082,0.0465252016133742,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Hydropsyche",7,3,3.72604671751079,32.2927879440258,0.00372604671751079,0.12032443651811,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Hydropsyche",8,1,1.81090763329794,10.7642626480086,0.00181090763329794,0.0194930853961026,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",3,"Leuctra",3,1,0.062294978316979,10.7642626480086,6.2294978316979e-05,0.000670559508255964,"Shredder"
"EAS","REF","25","9/19/23","September","> 1",3,"Orthocladine",3,1,0.0237936628690934,10.7642626480086,2.37936628690934e-05,0.000256121236481092,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Orthocladine",4,2,0.0910129542775856,21.5285252960172,9.10129542775856e-05,0.00195937468843026,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Orthocladine",5,2,0.150500651900804,21.5285252960172,0.000150500651900804,0.00324005709151354,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Oulimnius",1,1,0.0138,10.7642626480086,1.38e-05,0.000148546824542519,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",3,"Oulimnius",2,13,1.05412926776488,139.935414424112,0.00105412926776488,0.147510015941264,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",3,"Oulimnius",3,2,0.45693924904991,21.5285252960172,0.00045693924904991,0.0098372281819141,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",3,"Paracapnia",2,1,0.0224244391852919,10.7642626480086,2.24244391852919e-05,0.000241382553124779,"Shredder"
"EAS","REF","25","9/19/23","September","> 1",3,"Paraleptophlebia",2,5,0.143601550231575,53.8213132400431,0.000143601550231575,0.0077288240167694,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Paraleptophlebia",3,9,0.843851306888055,96.8783638320775,0.000843851306888055,0.0817509339288751,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Probezzia",4,1,0.0909162342885882,10.7642626480086,9.09162342885883e-05,0.00097864622485025,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Probezzia",5,2,0.310084591348969,21.5285252960172,0.000310084591348969,0.00667566396876144,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Probezzia",6,4,0.95920563653717,43.0570505920345,0.00095920563653717,0.0413005656205455,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Probezzia",7,2,0.693455260857816,21.5285252960172,0.000693455260857816,0.0149290691250337,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Rhagovelia",4,2,0.779881617861316,21.5285252960172,0.000779881617861316,0.0167897011380262,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Stenonema",2,2,0.156940283925277,21.5285252960172,0.000156940283925277,0.00337869287244945,"Scraper"
"EAS","REF","25","9/19/23","September","> 1",3,"Stylogomphus",3,1,0.233366099093597,10.7642626480086,0.000233366099093597,0.00251201398378468,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Stylogomphus",4,1,0.536704713195923,10.7642626480086,0.000536704713195923,0.00577723049726505,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Tanypodinae",3,1,0.00380250566175268,10.7642626480086,3.80250566175268e-06,4.09311696636456e-05,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Tanypodinae",5,1,0.00380367129076942,10.7642626480086,3.80367129076942e-06,4.0943716800532e-05,"Predator"
"EAS","REF","25","9/19/23","September","> 1",3,"Tanytarsini",3,4,0.0640821038150366,43.0570505920345,6.40821038150366e-05,0.00275918638600804,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Tanytarsini",4,15,0.52674558281879,161.463939720129,0.00052674558281879,0.0850504170320974,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",3,"Tanytarsini",5,2,0.129095217774451,21.5285252960172,0.000129095217774451,0.00277922966145212,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",4,"Acroneuria",2,1,0.0178518219624475,10.7642626480086,1.78518219624475e-05,0.000192161700349274,"Predator"
"EAS","REF","25","9/19/23","September","> 1",4,"Acroneuria",3,1,0.0661926085342278,10.7642626480086,6.61926085342278e-05,0.000712514623619244,"Predator"
"EAS","REF","25","9/19/23","September","> 1",4,"Paracapnia",2,1,0.0224244391852919,10.7642626480086,2.24244391852919e-05,0.000241382553124779,"Shredder"
"EAS","REF","25","9/19/23","September","> 1",4,"Dicranota",6,1,0.304332694671576,10.7642626480086,0.000304332694671576,0.00327591705782105,"Predator"
"EAS","REF","25","9/19/23","September","> 1",4,"Ectopria",3,1,0.409573644977712,10.7642626480086,0.000409573644977712,0.00440875828824233,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",4,"Ectopria",5,3,5.48590453082649,32.2927879440258,0.00548590453082649,0.17715515169515,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",4,"Rhagovelia",4,1,0.389940808930658,10.7642626480086,0.000389940808930658,0.00419742528450654,"Predator"
"EAS","REF","25","9/19/23","September","> 1",4,"Stylogomphus",5,1,1.02397628075508,10.7642626480086,0.00102397628075508,0.0110223496313786,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Acerpenna",4,2,0.633850773450306,21.5285252960172,0.000633850773450306,0.013645872410125,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",5,"Acroneuria",2,1,0.0178518219624475,10.7642626480086,1.78518219624475e-05,0.000192161700349274,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Acroneuria",3,6,0.397155651205367,64.5855758880517,0.000397155651205367,0.0256505264502928,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Alloperla",4,1,0.270646930440064,10.7642626480086,0.000270646930440064,0.00291331464413417,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",5,"Alloperla",5,1,0.497033866447986,10.7642626480086,0.000497033866447986,0.00535020308340135,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",5,"Paracapnia",2,1,0.0224244391852919,10.7642626480086,2.24244391852919e-05,0.000241382553124779,"Shredder"
"EAS","REF","25","9/19/23","September","> 1",5,"Cernotina",2,1,0.0410360233010281,10.7642626480086,4.10360233010281e-05,0.000441722532842068,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Cernotina",3,1,0.114512328154075,10.7642626480086,0.000114512328154075,0.00123264077668541,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Cernotina",4,1,0.237176789910215,10.7642626480086,0.000237176789910215,0.00255303326060511,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Collembola",4,1,NA,10.7642626480086,NA,NA,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",5,"Cyrnellus",2,1,0.0410360233010281,10.7642626480086,4.10360233010281e-05,0.000441722532842068,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",5,"Cyrnellus",3,2,0.22902465630815,21.5285252960172,0.00022902465630815,0.00493056310674165,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",5,"Diplectrona",2,1,0.030122753553245,10.7642626480086,3.0122753553245e-05,0.000324249230928364,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",5,"Diplectrona",5,1,0.33227486588936,10.7642626480086,0.00033227486588936,0.00357669392776491,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",5,"Diplectrona",6,1,0.535737881547278,10.7642626480086,0.000535737881547278,0.00576682326746263,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",5,"Dixa",6,1,0.0433,10.7642626480086,4.33e-05,0.000466092572658773,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",5,"Ectopria",2,1,0.124899501594876,10.7642626480086,0.000124899501594876,0.00134445103977262,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",5,"Ectopria",3,3,1.22872093493314,32.2927879440258,0.00122872093493314,0.039678824594181,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",5,"Ephemera",4,1,0.0933377851234154,10.7642626480086,9.33377851234154e-05,0.00100471243405183,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",5,"Hexatoma",3,1,0.0727538646277595,10.7642626480086,7.27538646277595e-05,0.000783141707510867,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Hexatoma",5,1,0.27401568409384,10.7642626480086,0.00027401568409384,0.00294957679325985,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Hexatoma",9,1,1.26026781387485,10.7642626480086,0.00126026781387485,0.0135658537553805,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Hexatoma",11,1,2.12180125069267,10.7642626480086,0.00212180125069267,0.022839625949329,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Hydropsyche",8,1,1.81090763329794,10.7642626480086,0.00181090763329794,0.0194930853961026,"Collector-Filterer"
"EAS","REF","25","9/19/23","September","> 1",5,"Isoperla",1,1,0.01,10.7642626480086,1e-05,0.000107642626480086,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Isoperla",2,1,0.0631157472681972,10.7642626480086,6.31157472681972e-05,0.000679394480820207,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Isoperla",3,4,0.741734169905714,43.0570505920345,0.000741734169905714,0.031936885679471,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Leuctra",4,1,0.13785067301985,10.7642626480086,0.00013785067301985,0.00148386085059042,"Shredder"
"EAS","REF","25","9/19/23","September","> 1",5,"Leuctra",5,1,0.25525686832211,10.7642626480086,0.00025525686832211,0.00274765197332734,"Shredder"
"EAS","REF","25","9/19/23","September","> 1",5,"Orthocladine",4,2,0.0910129542775856,21.5285252960172,9.10129542775856e-05,0.00195937468843026,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",5,"Oulimnius",3,2,0.45693924904991,21.5285252960172,0.00045693924904991,0.0098372281819141,"Scraper - Coleoptera"
"EAS","REF","25","9/19/23","September","> 1",5,"Paraleptophlebia",2,3,0.0861609301389452,32.2927879440258,8.61609301389452e-05,0.00278237664603698,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",5,"Paraleptophlebia",3,4,0.37504502528358,43.0570505920345,0.00037504502528358,0.016148332627926,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",5,"Probezzia",4,1,0.0909162342885882,10.7642626480086,9.09162342885883e-05,0.00097864622485025,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Probezzia",5,3,0.465126887023453,32.2927879440258,0.000465126887023453,0.0150202439297132,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Probezzia",7,1,0.346727630428908,10.7642626480086,0.000346727630428908,0.00373226728125843,"Predator"
"EAS","REF","25","9/19/23","September","> 1",5,"Tanytarsini",4,5,0.175581860939597,53.8213132400431,0.000175581860939597,0.0094500463368997,"Collector-Gatherer"
"EAS","REF","25","9/19/23","September","> 1",5,"Tanytarsini",5,3,0.193642826661677,32.2927879440258,0.000193642826661677,0.00625326673826728,"Collector-Gatherer"
"FRY","MID","402","9/19/23","September","> 1",1,"Acroneuria",7,1,1.02355330815225,10.7642626480086,0.00102355330815225,0.0110177966431889,"Predator"
"FRY","MID","402","9/19/23","September","> 1",1,"Leuctra",4,1,0.13785067301985,10.7642626480086,0.00013785067301985,0.00148386085059042,"Shredder"
"FRY","MID","402","9/19/23","September","> 1",1,"Leuctra",5,1,0.25525686832211,10.7642626480086,0.00025525686832211,0.00274765197332734,"Shredder"
"FRY","MID","402","9/19/23","September","> 1",1,"Orthocladine",3,1,0.0237936628690934,10.7642626480086,2.37936628690934e-05,0.000256121236481092,"Collector-Gatherer"
"FRY","MID","402","9/19/23","September","> 1",1,"Oulimnius",3,2,0.45693924904991,21.5285252960172,0.00045693924904991,0.0098372281819141,"Scraper - Coleoptera"
"FRY","MID","402","9/19/23","September","> 1",1,"Polycentropodidae",3,1,0.114512328154075,10.7642626480086,0.000114512328154075,0.00123264077668541,"Collector-Filterer"
"FRY","MID","402","9/19/23","September","> 1",1,"Polycentropodidae",4,1,0.237176789910215,10.7642626480086,0.000237176789910215,0.00255303326060511,"Collector-Filterer"
"FRY","MID","402","9/19/23","September","> 1",1,"Psephenus",9,1,4.34082102434801,10.7642626480086,0.00434082102434801,0.0467257376140798,"Scraper - Coleoptera"
"FRY","MID","402","9/19/23","September","> 1",1,"Stenonema",4,1,0.481059623409113,10.7642626480086,0.000481059623409113,0.0051782521357278,"Scraper"
"FRY","MID","402","9/19/23","September","> 1",2,"Acroneuria",4,1,0.167730288094171,10.7642626480086,0.000167730288094171,0.0018054928750718,"Predator"
"FRY","MID","402","9/19/23","September","> 1",2,"Acroneuria",7,1,1.02355330815225,10.7642626480086,0.00102355330815225,0.0110177966431889,"Predator"
"FRY","MID","402","9/19/23","September","> 1",2,"Ectopria",2,7,0.874296511164133,75.3498385360603,0.000874296511164133,0.0658781009488582,"Scraper - Coleoptera"
"FRY","MID","402","9/19/23","September","> 1",2,"Ectopria",5,1,1.82863484360883,10.7642626480086,0.00182863484360883,0.0196839057439056,"Scraper - Coleoptera"
"FRY","MID","402","9/19/23","September","> 1",2,"Eurylophella",1,1,0.008,10.7642626480086,8e-06,8.61141011840689e-05,"Collector-Gatherer"
"FRY","MID","402","9/19/23","September","> 1",2,"Hydropsyche",5,1,0.48024346998694,10.7642626480086,0.00048024346998694,0.00516946684593047,"Collector-Filterer"
"FRY","MID","402","9/19/23","September","> 1",2,"Leuctra",5,1,0.25525686832211,10.7642626480086,0.00025525686832211,0.00274765197332734,"Shredder"
"FRY","MID","402","9/19/23","September","> 1",2,"Orthocladine",9,1,0.283069196364037,10.7642626480086,0.000283069196364037,0.00304703117722322,"Collector-Gatherer"
"FRY","MID","402","9/19/23","September","> 1",2,"Oulimnius",3,1,0.228469624524955,10.7642626480086,0.000228469624524955,0.00245930704547853,"Scraper - Coleoptera"
"FRY","MID","402","9/19/23","September","> 1",2,"Oulimnius",5,1,0.842573223696954,10.7642626480086,0.000842573223696954,0.00906967948005333,"Scraper - Coleoptera"
